,Unnamed: 0,Success,Month,Day,Year,Country,DefCity,DefCountry,Latitude,Longitude,StationIDs,MinTemp,MaxTemp,MeanTemp,MinAirTemp,SunDuration,MeanCloudCover,MeanCloudVapor,MeanRelHumid,PrecipHeight,PrecipForm,MeanPressure,SnowDepth
122,122,1,7,23,1944,United Kingdom,Kiel,Germany,54.32329,10.12277,"[44, 52, 102, 184, 185, 327, 335, 368, 591, 592, 596, 642, 643, 648, 691, 699, 701, 702, 703, 704, 705, 760, 848, 850, 891, 963, 1000, 1006, 1130, 1200, 1204, 1266, 1329, 1339, 1341, 1378, 1379, 1380, 1451, 1544, 1666, 1667, 1694, 1736, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 2005, 2014, 2048, 2078, 2122, 2297, 2303, 2306, 2374, 2429, 2437, 2464, 2564, 2565, 2578, 2609, 2689, 2770, 2906, 2907, 2912, 2950, 2951, 2961, 3032, 3085, 3086, 3088, 3093, 3103, 3170, 3196, 3222, 3317, 3532, 3537, 3612, 3639, 3790, 3791, 3818, 3897, 3955, 4038, 4039, 4063, 4156, 4271, 4275, 4320, 4373, 4391, 4393, 4466, 4468, 4484, 4625, 4629, 4642, 4656, 4745, 4841, 4857, 4896, 4977, 5014, 5078, 5146, 5165, 5236, 5280, 5431, 5514, 5516, 5624, 5675, 5676, 5715, 5732, 5821, 5822, 5832, 5930, 6093, 6105, 6163, 6184, 6273, 7298, 7427, 7432, 13903, 15526, 16085]",54.0447058824,72.4152941176,62.9176470588,50.696,12.8875,3.37058823529,14.7176470588,74.6470588235,0.00588235294118,0.0,1010.66666667,0.0
124,124,1,7,26,1944,Germany,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",49.712,77.126,65.633,46.895,7.33333333333,4.98421052632,13.9647058824,67.8333333333,0.0,0.0,999.711764706,0.0
125,125,1,7,28,1944,Germany,Merseburg,Germany,51.35633,11.99175,"[106, 116, 131, 132, 151, 164, 169, 184, 198, 207, 222, 282, 283, 284, 303, 320, 379, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 508, 524, 526, 550, 650, 652, 656, 657, 660, 661, 662, 722, 729, 807, 833, 840, 848, 850, 853, 863, 867, 876, 888, 896, 948, 965, 970, 991, 1001, 1003, 1006, 1047, 1048, 1050, 1051, 1052, 1066, 1074, 1091, 1106, 1107, 1182, 1188, 1207, 1270, 1279, 1280, 1292, 1297, 1339, 1345, 1357, 1358, 1374, 1392, 1410, 1411, 1441, 1488, 1493, 1522, 1544, 1568, 1583, 1605, 1612, 1617, 1689, 1709, 1721, 1761, 1762, 1834, 1869, 1873, 1929, 1957, 1960, 2005, 2039, 2044, 2053, 2120, 2151, 2160, 2174, 2223, 2226, 2260, 2261, 2268, 2289, 2302, 2315, 2344, 2396, 2436, 2444, 2451, 2475, 2502, 2503, 2597, 2600, 2618, 2621, 2627, 2641, 2680, 2701, 2704, 2750, 2773, 2780, 2794, 2821, 2856, 2857, 2878, 2889, 2915, 2925, 2928, 2931, 2932, 2951, 2963, 3034, 3082, 3083, 3093, 3103, 3113, 3126, 3160, 3166, 3196, 3204, 3226, 3231, 3234, 3289, 3370, 3509, 3512, 3513, 3552, 3565, 3571, 3666, 3667, 3668, 3694, 3739, 3752, 3811, 3818, 3821, 3836, 3883, 3915, 3946, 3974, 3975, 3987, 3988, 4032, 4036, 4079, 4149, 4222, 4287, 4332, 4347, 4364, 4373, 4377, 4438, 4445, 4464, 4485, 4489, 4501, 4505, 4548, 4571, 4593, 4605, 4612, 4621, 4642, 4651, 4664, 4705, 4748, 4752, 4775, 4782, 4818, 4878, 4939, 4977, 4978, 4997, 5017, 5024, 5039, 5046, 5068, 5146, 5149, 5158, 5165, 5185, 5267, 5282, 5317, 5335, 5397, 5403, 5419, 5424, 5431, 5434, 5442, 5445, 5488, 5490, 5533, 5546, 5629, 5642, 5643, 5675, 5676, 5728, 5745, 5750, 5761, 5779, 5797, 5825, 5832, 6086, 6093, 6095, 6196, 6265, 6266, 6272, 6273, 6305, 6312, 6314, 6347, 7099, 7244, 7321, 7329, 7343, 7351, 7364, 7368, 7370, 7389, 7394, 7419, 7420, 7428, 7432, 13711, 13777]",56.048,73.016,64.0834482759,51.284,6.3380952381,4.91666666667,16.072,79.0833333333,1.26206896552,1.0,981.643478261,0.0
126,126,1,8,27,1944,United Kingdom,Hamburg,Germany,53.55108,9.993682,"[44, 52, 102, 106, 172, 185, 207, 294, 326, 327, 335, 342, 368, 445, 588, 591, 592, 596, 614, 642, 643, 648, 656, 657, 660, 661, 662, 691, 699, 701, 702, 703, 704, 705, 722, 760, 769, 848, 850, 863, 865, 891, 963, 1000, 1006, 1053, 1130, 1172, 1200, 1204, 1246, 1266, 1329, 1339, 1341, 1378, 1379, 1380, 1451, 1488, 1544, 1617, 1666, 1667, 1736, 1873, 1891, 1892, 1929, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 1993, 2005, 2014, 2039, 2044, 2048, 2053, 2078, 2120, 2122, 2147, 2174, 2206, 2297, 2303, 2306, 2323, 2324, 2374, 2396, 2429, 2437, 2464, 2564, 2565, 2578, 2609, 2689, 2703, 2770, 2821, 2889, 2906, 2907, 2912, 2950, 2951, 2961, 3028, 3031, 3032, 3085, 3086, 3088, 3093, 3103, 3126, 3160, 3170, 3196, 3222, 3226, 3227, 3236, 3317, 3348, 3532, 3537, 3612, 3639, 3744, 3790, 3791, 3815, 3818, 3897, 3955, 4032, 4038, 4039, 4063, 4156, 4275, 4288, 4320, 4347, 4364, 4367, 4371, 4373, 4391, 4393, 4401, 4442, 4445, 4466, 4468, 4484, 4489, 4571, 4593, 4625, 4629, 4642, 4651, 4656, 4745, 4841, 4857, 4878, 4896, 4939, 4977, 5014, 5067, 5078, 5146, 5158, 5165, 5236, 5252, 5267, 5279, 5280, 5431, 5490, 5514, 5516, 5533, 5575, 5624, 5675, 5676, 5715, 5732, 5821, 5822, 5832, 5930, 6093, 6105, 6157, 6163, 6184, 6197, 6266, 6273, 7099, 7106, 7298, 7367, 7427, 7432, 13675, 13776, 13777, 13903, 15526, 16085]",58.9751724138,76.6834482759,66.5103448276,54.4314285714,5.225,5.16551724138,18.8333333333,85.4074074074,3.06785714286,1.0,1001.28571429,0.0
133,133,1,2,3,1945,United States,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",35.0825,46.6475,39.32375,37.58,1.9,6.47333333333,6.95333333333,80.9375,0.73125,1.0,994.471428571,1.06666666667
134,134,1,2,13,1945,United Kingdom,Dresden,Germany,51.05041,13.73726,"[116, 131, 132, 151, 164, 169, 184, 222, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 508, 524, 550, 570, 650, 833, 840, 851, 853, 876, 879, 880, 888, 948, 965, 991, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1207, 1292, 1357, 1358, 1392, 1426, 1441, 1583, 1605, 1612, 1684, 1709, 1761, 1762, 1832, 1833, 1957, 1960, 2166, 2225, 2250, 2252, 2260, 2261, 2289, 2315, 2354, 2436, 2451, 2475, 2506, 2621, 2627, 2641, 2704, 2773, 2794, 2856, 2878, 2928, 2931, 2932, 2963, 2985, 3015, 3082, 3083, 3158, 3166, 3234, 3289, 3376, 3426, 3552, 3571, 3739, 3752, 3788, 3811, 3821, 3883, 3915, 3946, 3987, 3988, 4149, 4222, 4464, 4505, 4548, 4559, 4592, 4606, 4612, 4664, 4705, 4775, 4782, 4818, 4977, 4997, 5024, 5046, 5068, 5282, 5317, 5397, 5431, 5442, 5463, 5546, 5629, 5728, 5745, 5750, 5761, 5779, 5797, 5825, 6086, 6095, 6129, 6170, 6196, 6265, 6273, 6314, 7329, 7343, 7350, 7364, 7370, 7389, 7393, 7394, 7419, 14138, 15926]",29.85,50.18,44.75,29.66,1.93,7.175,8.6375,84.9375,4.8,1.0,987.761538462,5.76470588235
135,135,1,3,12,1945,United Kingdom,Dortmund,Germany,51.51359,7.465298,"[3, 44, 78, 91, 93, 98, 150, 161, 186, 193, 202, 211, 243, 294, 326, 330, 342, 348, 355, 386, 390, 450, 458, 480, 535, 553, 554, 555, 588, 598, 599, 601, 603, 614, 617, 642, 643, 645, 685, 691, 699, 703, 704, 717, 727, 736, 743, 755, 766, 769, 771, 793, 817, 829, 865, 917, 918, 919, 920, 927, 953, 963, 964, 979, 1032, 1053, 1078, 1079, 1084, 1087, 1201, 1204, 1219, 1221, 1229, 1238, 1246, 1287, 1300, 1303, 1327, 1403, 1420, 1421, 1424, 1425, 1503, 1504, 1513, 1572, 1580, 1590, 1593, 1619, 1638, 1639, 1645, 1748, 1766, 1863, 1891, 1892, 1920, 1964, 1993, 2000, 2092, 2110, 2147, 2167, 2173, 2211, 2318, 2327, 2338, 2362, 2385, 2422, 2474, 2480, 2483, 2494, 2497, 2532, 2533, 2536, 2601, 2629, 2657, 2665, 2667, 2693, 2703, 2717, 2790, 2843, 2872, 2947, 2968, 3004, 3017, 3018, 3023, 3028, 3031, 3042, 3044, 3045, 3062, 3096, 3098, 3101, 3137, 3155, 3164, 3167, 3212, 3222, 3227, 3228, 3236, 3246, 3254, 3265, 3284, 3287, 3291, 3300, 3313, 3319, 3320, 3340, 3404, 3442, 3490, 3527, 3540, 3541, 3590, 3591, 3595, 3612, 3623, 3640, 3658, 3659, 3660, 3753, 3776, 3790, 3791, 3815, 3867, 3904, 4029, 4063, 4100, 4127, 4154, 4157, 4174, 4240, 4275, 4288, 4301, 4323, 4371, 4401, 4411, 4442, 4474, 4508, 4560, 4586, 4649, 4692, 4709, 4729, 4741, 5014, 5064, 5099, 5100, 5133, 5236, 5277, 5296, 5300, 5347, 5361, 5410, 5433, 5480, 5540, 5541, 5543, 5568, 5582, 5583, 5610, 5681, 5692, 5715, 5717, 5719, 5821, 5822, 5839, 5871, 5920, 6159, 6186, 6197, 6264, 6337, 6344, 7106, 7187, 7330, 7341, 7374, 7396, 7410, 7412, 13670, 13675, 13696, 13700, 13713, 14311, 15000, 15207, 15963, 15979]",39.02,43.952,41.684,36.5,0.08,7.64,7.2625,80.125,0.0,0.0,1008.28,0.0
136,136,1,3,14,1945,United Kingdom,Bielefeld ,Germany,52.03023,8.532471,"[44, 52, 78, 91, 93, 98, 102, 106, 161, 172, 186, 193, 211, 243, 294, 326, 327, 342, 348, 368, 386, 390, 458, 480, 535, 553, 554, 555, 588, 592, 598, 599, 601, 603, 614, 617, 619, 642, 643, 645, 648, 662, 691, 699, 701, 702, 703, 704, 705, 717, 729, 760, 766, 769, 771, 817, 829, 848, 850, 863, 865, 891, 927, 963, 964, 979, 1032, 1053, 1066, 1078, 1079, 1084, 1087, 1172, 1201, 1204, 1219, 1221, 1229, 1238, 1246, 1297, 1299, 1300, 1303, 1327, 1339, 1374, 1403, 1411, 1421, 1424, 1425, 1451, 1503, 1504, 1513, 1526, 1593, 1621, 1623, 1638, 1639, 1645, 1667, 1691, 1748, 1766, 1834, 1863, 1873, 1891, 1892, 1920, 1929, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 1993, 2000, 2014, 2048, 2092, 2122, 2147, 2151, 2171, 2173, 2174, 2206, 2211, 2264, 2268, 2318, 2323, 2324, 2327, 2338, 2362, 2422, 2429, 2456, 2464, 2480, 2483, 2502, 2503, 2532, 2533, 2536, 2597, 2601, 2609, 2618, 2657, 2665, 2667, 2680, 2689, 2693, 2703, 2717, 2770, 2821, 2861, 2872, 2889, 2925, 2947, 2968, 3004, 3023, 3028, 3031, 3042, 3044, 3045, 3062, 3096, 3098, 3101, 3103, 3155, 3164, 3167, 3212, 3222, 3227, 3228, 3231, 3236, 3246, 3254, 3300, 3340, 3348, 3370, 3404, 3442, 3490, 3527, 3540, 3541, 3590, 3595, 3612, 3623, 3631, 3639, 3640, 3658, 3659, 3660, 3744, 3753, 3776, 3790, 3791, 3815, 3836, 3867, 4029, 4038, 4039, 4063, 4100, 4127, 4154, 4157, 4174, 4233, 4275, 4288, 4364, 4367, 4371, 4377, 4391, 4401, 4436, 4442, 4479, 4480, 4484, 4485, 4560, 4571, 4586, 4621, 4649, 4651, 4656, 4692, 4729, 4741, 4745, 4763, 4765, 4841, 4847, 4857, 4978, 5014, 5039, 5067, 5133, 5146, 5165, 5236, 5252, 5277, 5279, 5280, 5296, 5300, 5344, 5347, 5361, 5371, 5410, 5480, 5540, 5541, 5543, 5568, 5575, 5582, 5583, 5610, 5640, 5644, 5715, 5717, 5719, 5821, 5822, 5839, 5912, 5920, 6093, 6157, 6159, 6184, 6186, 6197, 6264, 6272, 6305, 6337, 6344, 6347, 7099, 7106, 7330, 7341, 7367, 7368, 7373, 7374, 7396, 7410, 7427, 13670, 13675, 13696, 13700, 13713, 13776, 13903, 14311, 15207, 15526, 15965, 16085]",35.4,53.42,43.98,35.54,3.625,3.94444444444,8.11428571429,84.2857142857,0.0,0.0,1017.6,0.0
137,137,1,2,1,1945,United Kingdom,Heildeshime,Germany,52.15478,9.957965,"[44, 52, 91, 93, 98, 102, 106, 172, 186, 193, 198, 207, 211, 294, 326, 327, 342, 368, 379, 386, 390, 445, 480, 526, 550, 588, 591, 592, 596, 614, 642, 643, 645, 648, 656, 657, 660, 661, 662, 691, 699, 701, 702, 703, 704, 705, 717, 722, 729, 760, 769, 771, 817, 829, 848, 850, 863, 865, 867, 891, 896, 963, 979, 1000, 1006, 1053, 1066, 1091, 1172, 1182, 1188, 1200, 1204, 1246, 1270, 1297, 1300, 1329, 1339, 1374, 1410, 1411, 1451, 1488, 1493, 1504, 1513, 1526, 1544, 1568, 1593, 1617, 1621, 1623, 1638, 1639, 1645, 1667, 1691, 1736, 1748, 1834, 1863, 1873, 1891, 1892, 1929, 1957, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 1993, 2005, 2014, 2039, 2044, 2048, 2053, 2092, 2120, 2122, 2147, 2151, 2160, 2171, 2174, 2206, 2223, 2226, 2260, 2261, 2264, 2297, 2302, 2323, 2324, 2327, 2396, 2429, 2444, 2464, 2483, 2502, 2503, 2532, 2533, 2536, 2578, 2597, 2601, 2609, 2618, 2680, 2689, 2693, 2701, 2703, 2717, 2750, 2770, 2821, 2857, 2878, 2889, 2915, 2925, 2947, 2951, 3004, 3028, 3031, 3034, 3042, 3085, 3086, 3088, 3093, 3103, 3113, 3126, 3160, 3164, 3167, 3196, 3204, 3222, 3226, 3227, 3231, 3236, 3289, 3300, 3317, 3348, 3370, 3442, 3512, 3513, 3527, 3537, 3590, 3612, 3639, 3694, 3744, 3790, 3791, 3815, 3818, 3821, 3836, 3897, 4032, 4036, 4038, 4039, 4063, 4079, 4233, 4275, 4288, 4320, 4332, 4347, 4364, 4367, 4371, 4373, 4377, 4391, 4401, 4436, 4442, 4445, 4464, 4479, 4480, 4484, 4485, 4489, 4501, 4560, 4571, 4593, 4605, 4625, 4642, 4651, 4656, 4692, 4729, 4745, 4748, 4752, 4763, 4765, 4841, 4847, 4857, 4878, 4939, 4978, 5014, 5017, 5039, 5067, 5078, 5133, 5146, 5158, 5165, 5236, 5252, 5267, 5277, 5279, 5280, 5296, 5300, 5335, 5347, 5361, 5371, 5410, 5419, 5424, 5431, 5442, 5445, 5490, 5533, 5568, 5575, 5582, 5583, 5610, 5624, 5644, 5675, 5676, 5715, 5821, 5822, 5832, 5912, 6093, 6157, 6184, 6197, 6264, 6266, 6272, 6273, 6305, 6344, 7099, 7106, 7321, 7330, 7367, 7368, 7396, 7410, 7420, 7427, 7428, 7432, 13675, 13711, 13776, 13777, 13903, 15207, 15526, 15965, 16085]",35.1885714286,42.5814285714,39.4185714286,33.6971428571,0.114285714286,7.38571428571,7.63076923077,91.5384615385,3.03571428571,1.0,971.1375,18.0769230769
138,138,1,3,17,1945,Germany,Remagen,Germany,50.57328,7.238553,"[3, 78, 98, 150, 161, 174, 186, 193, 202, 211, 257, 326, 330, 342, 348, 355, 377, 386, 390, 450, 458, 460, 480, 535, 553, 554, 555, 576, 598, 599, 601, 603, 617, 645, 710, 717, 727, 736, 743, 766, 769, 771, 772, 773, 793, 817, 829, 917, 918, 919, 920, 927, 953, 964, 979, 998, 1032, 1053, 1072, 1073, 1078, 1079, 1084, 1087, 1093, 1146, 1201, 1229, 1238, 1246, 1254, 1255, 1300, 1303, 1327, 1420, 1421, 1424, 1425, 1428, 1513, 1572, 1580, 1590, 1593, 1619, 1638, 1639, 1645, 1766, 1863, 1891, 1892, 1920, 1964, 2000, 2080, 2081, 2083, 2092, 2095, 2110, 2147, 2158, 2159, 2167, 2173, 2211, 2318, 2327, 2331, 2338, 2349, 2362, 2385, 2422, 2474, 2480, 2483, 2486, 2494, 2497, 2522, 2601, 2629, 2654, 2657, 2665, 2667, 2693, 2717, 2790, 2843, 2947, 2968, 2996, 3004, 3007, 3017, 3018, 3023, 3028, 3031, 3042, 3062, 3076, 3096, 3098, 3101, 3137, 3155, 3164, 3167, 3212, 3222, 3227, 3228, 3236, 3246, 3274, 3284, 3287, 3291, 3300, 3313, 3320, 3340, 3362, 3404, 3442, 3490, 3540, 3541, 3545, 3575, 3576, 3590, 3591, 3595, 3623, 3640, 3658, 3659, 3660, 3672, 3753, 3776, 3815, 3825, 3903, 3904, 3924, 3925, 3929, 3939, 4063, 4077, 4100, 4127, 4154, 4157, 4160, 4169, 4174, 4177, 4240, 4288, 4301, 4323, 4330, 4336, 4339, 4343, 4349, 4371, 4396, 4397, 4401, 4411, 4425, 4442, 4474, 4490, 4508, 4517, 4560, 4586, 4649, 4692, 4709, 4719, 4741, 4926, 4927, 4928, 4931, 4933, 5029, 5064, 5099, 5100, 5133, 5244, 5245, 5275, 5277, 5296, 5300, 5347, 5410, 5426, 5433, 5435, 5480, 5540, 5541, 5543, 5559, 5560, 5562, 5568, 5582, 5583, 5610, 5681, 5692, 5717, 5719, 5840, 5871, 5898, 5906, 5920, 6186, 6217, 6264, 6337, 6344, 7106, 7330, 7341, 7374, 7396, 7410, 13670, 13674, 13696, 13700, 13713, 14311, 15000, 15951, 15963, 15979]",41.5727272727,51.0309090909,45.0418181818,36.41,0.4,7.50909090909,7.96666666667,79.0,0.09,1.0,995.814285714,0.0
139,139,1,3,18,1945,Germany,Berlin,Germany,52.52001,13.40495,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",39.5,48.1,43.9,37.715,1.54285714286,6.94285714286,8.1875,84.2222222222,0.566666666667,1.0,1011.575,0.0
140,140,1,3,22,1945,United States,Oppenheim,Germany,49.85192,8.360274,"[70, 71, 72, 91, 93, 98, 150, 161, 174, 186, 191, 193, 202, 211, 257, 268, 326, 330, 348, 355, 377, 386, 390, 450, 458, 460, 474, 480, 502, 535, 553, 554, 555, 576, 588, 594, 598, 599, 601, 603, 606, 614, 634, 685, 706, 710, 717, 727, 736, 755, 757, 766, 771, 772, 773, 793, 817, 829, 863, 881, 917, 918, 919, 920, 927, 953, 964, 979, 998, 1018, 1032, 1053, 1066, 1072, 1073, 1076, 1078, 1079, 1084, 1087, 1093, 1102, 1146, 1172, 1197, 1201, 1214, 1224, 1229, 1238, 1243, 1246, 1254, 1255, 1287, 1297, 1300, 1303, 1327, 1346, 1347, 1374, 1403, 1411, 1420, 1421, 1424, 1425, 1428, 1440, 1443, 1447, 1467, 1468, 1481, 1504, 1513, 1526, 1580, 1584, 1593, 1602, 1619, 1621, 1623, 1638, 1639, 1645, 1691, 1748, 1863, 1873, 1875, 1886, 1920, 1964, 2000, 2074, 2080, 2081, 2083, 2088, 2092, 2095, 2151, 2158, 2159, 2167, 2171, 2173, 2211, 2228, 2264, 2318, 2324, 2327, 2331, 2349, 2362, 2385, 2388, 2406, 2422, 2474, 2480, 2483, 2485, 2486, 2497, 2502, 2503, 2522, 2532, 2533, 2536, 2546, 2575, 2597, 2600, 2601, 2638, 2654, 2657, 2665, 2667, 2677, 2693, 2717, 2757, 2775, 2790, 2812, 2814, 2843, 2879, 2886, 2925, 2947, 2949, 2953, 2968, 2996, 3001, 3004, 3007, 3017, 3018, 3028, 3031, 3042, 3056, 3062, 3076, 3096, 3098, 3101, 3135, 3137, 3155, 3164, 3167, 3212, 3228, 3244, 3245, 3246, 3257, 3265, 3268, 3274, 3278, 3284, 3287, 3291, 3300, 3313, 3319, 3320, 3340, 3348, 3362, 3402, 3425, 3432, 3442, 3486, 3490, 3518, 3519, 3527, 3540, 3541, 3545, 3575, 3576, 3590, 3591, 3595, 3603, 3605, 3623, 3658, 3659, 3660, 3671, 3672, 3702, 3705, 3734, 3744, 3751, 3761, 3776, 3777, 3825, 3836, 3903, 3904, 3924, 3925, 3927, 3929, 3939, 4077, 4100, 4127, 4154, 4157, 4160, 4166, 4169, 4177, 4189, 4233, 4287, 4294, 4300, 4301, 4323, 4330, 4336, 4339, 4343, 4349, 4377, 4390, 4396, 4397, 4401, 4411, 4419, 4425, 4433, 4436, 4474, 4479, 4480, 4490, 4508, 4517, 4549, 4556, 4560, 4581, 4582, 4586, 4621, 4649, 4692, 4702, 4703, 4709, 4719, 4729, 4741, 4763, 4765, 4837, 4847, 4881, 4887, 4926, 4927, 4928, 4931, 4933, 4978, 4987, 5029, 5032, 5039, 5047, 5049, 5064, 5067, 5094, 5095, 5099, 5100, 5105, 5107, 5120, 5127, 5128, 5133, 5149, 5155, 5174, 5229, 5244, 5245, 5250, 5275, 5277, 5279, 5284, 5289, 5291, 5296, 5300, 5347, 5361, 5371, 5403, 5410, 5426, 5429, 5433, 5435, 5453, 5460, 5480, 5488, 5498, 5540, 5541, 5543, 5559, 5560, 5562, 5568, 5582, 5583, 5609, 5610, 5644, 5654, 5664, 5681, 5692, 5703, 5705, 5707, 5717, 5719, 5840, 5871, 5885, 5898, 5906, 5912, 5920, 5971, 6186, 6217, 6259, 6260, 6262, 6264, 6272, 6275, 6336, 6337, 6344, 6347, 7135, 7187, 7330, 7331, 7341, 7396, 7410, 7412, 13670, 13674, 13696, 13700, 13713, 13965, 14311, 15207, 15444, 15951, 15963, 15965, 15979]",33.164,61.376,47.708,29.39,8.65,0.826666666667,6.93076923077,66.3076923077,0.0,0.0,995.728571429,0.0
143,143,1,5,2,1945,United Kingdom,Kiel,Germany,54.32329,10.12277,"[44, 52, 102, 184, 185, 327, 335, 368, 591, 592, 596, 642, 643, 648, 691, 699, 701, 702, 703, 704, 705, 760, 848, 850, 891, 963, 1000, 1006, 1130, 1200, 1204, 1266, 1329, 1339, 1341, 1378, 1379, 1380, 1451, 1544, 1666, 1667, 1694, 1736, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 2005, 2014, 2048, 2078, 2122, 2297, 2303, 2306, 2374, 2429, 2437, 2464, 2564, 2565, 2578, 2609, 2689, 2770, 2906, 2907, 2912, 2950, 2951, 2961, 3032, 3085, 3086, 3088, 3093, 3103, 3170, 3196, 3222, 3317, 3532, 3537, 3612, 3639, 3790, 3791, 3818, 3897, 3955, 4038, 4039, 4063, 4156, 4271, 4275, 4320, 4373, 4391, 4393, 4466, 4468, 4484, 4625, 4629, 4642, 4656, 4745, 4841, 4857, 4896, 4977, 5014, 5078, 5146, 5165, 5236, 5280, 5431, 5514, 5516, 5624, 5675, 5676, 5715, 5732, 5821, 5822, 5832, 5930, 6093, 6105, 6163, 6184, 6273, 7298, 7427, 7432, 13903, 15526, 16085]",33.224,51.656,43.16,29.948,3.5,5.18,7.74,82.4,1.02,0.0,1008.5,0.0
